station_code,date,rainfall_mm,temperature_c,humidity,wind_speed
VGLJ,2025-11-06,0.0,6.6,39.7,9.2
BPL,2025-11-06,0.0,9.4,36.6,6.4
NGP,2025-11-06,0.0,10.3,33.0,9.4
MAS,2025-11-06,0.0,10.1,61.9,12.3
PPTA,2025-11-06,0.0,7.8,51.1,14.0
GHY,2025-11-06,0.0,9.6,68.9,12.8
ASR,2025-11-06,0.0,9.7,49.4,9.5
SBC,2025-11-06,0.0,8.1,71.1,8.7
DMM,2025-11-06,0.0,7.9,60.9,7.1
GTL,2025-11-06,0.0,8.6,65.1,6.6
SC,2025-11-06,0.0,8.4,54.1,12.2
NDLS,2025-11-07,0.0,7.2,73.6,10.9
CNB,2025-11-07,0.0,6.3,52.4,8.7
PRYJ,2025-11-07,37.8,5.3,62.5,5.3
DDU,2025-11-07,0.0,8.7,59.7,7.1
BSB,2025-11-07,0.0,7.7,36.4,13.5
GKP,2025-11-07,0.0,7.9,65.1,7.8
HWH,2025-11-07,0.0,7.7,66.6,9.7
BCT,2025-11-07,0.0,6.7,56.0,9.4
BRC,2025-11-07,0.0,8.7,42.9,9.0
RTM,2025-11-07,0.0,8.2,43.3,12.1
KOTA,2025-11-07,3.9,6.2,66.2,10.7
ST,2025-11-07,0.0,8.0,55.5,13.1
GZB,2025-11-07,0.0,6.4,48.9,11.5
ALJN,2025-11-07,0.0,6.5,75.2,15.2
TDL,2025-11-07,0.0,6.0,58.5,10.3
LKO,2025-11-07,0.0,8.2,60.1,15.8
AGC,2025-11-07,0.0,6.1,68.6,16.6
VGLJ,2025-11-07,0.0,7.3,57.4,2.0
BPL,2025-11-07,0.0,6.1,74.2,6.9
NGP,2025-11-07,0.0,7.1,35.2,13.0
MAS,2025-11-07,0.0,9.1,34.3,10.1
PPTA,2025-11-07,6.4,8.3,61.0,9.1
GHY,2025-11-07,0.0,5.4,53.9,16.8
ASR,2025-11-07,0.0,5.7,78.9,11.5
SBC,2025-11-07,0.0,6.3,47.4,9.5
DMM,2025-11-07,0.0,5.8,47.8,7.6
GTL,2025-11-07,0.0,7.4,56.2,7.3
SC,2025-11-07,0.5,5.8,54.2,7.7
NDLS,2025-11-08,0.0,5.8,49.8,9.6
CNB,2025-11-08,0.0,4.2,36.5,13.1
PRYJ,2025-11-08,0.0,3.6,47.2,9.0
DDU,2025-11-08,0.0,5.5,71.0,13.2
BSB,2025-11-08,0.0,3.5,43.5,2.0
GKP,2025-11-08,0.0,5.4,60.2,9.1
HWH,2025-11-08,0.0,2.6,57.0,13.1
BCT,2025-11-08,0.0,4.6,64.3,8.3
BRC,2025-11-08,0.0,4.6,54.0,11.6
RTM,2025-11-08,0.0,4.8,59.6,10.8
KOTA,2025-11-08,0.0,4.7,69.6,11.8
ST,2025-11-08,0.0,4.0,62.5,11.1
GZB,2025-11-08,0.0,4.9,45.1,7.5
ALJN,2025-11-08,0.0,6.0,43.1,14.2
TDL,2025-11-08,0.0,3.1,39.6,9.4
LKO,2025-11-08,3.9,4.9,43.3,9.6
AGC,2025-11-08,0.0,6.3,52.1,8.6
VGLJ,2025-11-08,0.0,5.5,51.4,10.2
BPL,2025-11-08,0.0,2.5,55.8,10.3
NGP,2025-11-08,0.0,2.7,52.9,13.0
MAS,2025-11-08,0.0,5.7,56.7,11.7
PPTA,2025-11-08,0.0,3.8,45.9,5.1
GHY,2025-11-08,0.0,5.2,61.5,13.2
ASR,2025-11-08,0.0,2.6,45.2,5.6
SBC,2025-11-08,0.0,6.3,67.1,8.0
DMM,2025-11-08,0.0,4.1,48.2,5.6
GTL,2025-11-08,0.0,5.4,44.2,18.5
SC,2025-11-08,0.0,5.4,53.5,8.7
NDLS,2025-11-09,0.0,4.8,43.4,3.3
CNB,2025-11-09,0.0,3.2,71.8,14.0
PRYJ,2025-11-09,0.0,4.6,56.4,2.0
DDU,2025-11-09,0.0,3.0,52.2,10.4
BSB,2025-11-09,0.0,4.4,55.7,2.0
GKP,2025-11-09,0.0,6.6,68.4,11.5
HWH,2025-11-09,0.0,6.4,31.4,7.9
BCT,2025-11-09,0.0,6.8,47.3,9.9
BRC,2025-11-09,0.0,5.1,52.5,11.3
RTM,2025-11-09,0.0,6.2,36.4,10.4
KOTA,2025-11-09,0.0,4.8,45.5,7.6
ST,2025-11-09,0.0,3.4,53.5,16.0
GZB,2025-11-09,0.0,3.8,59.6,9.3
ALJN,2025-11-09,0.0,4.3,41.7,9.8
TDL,2025-11-09,0.0,6.5,45.3,13.9
LKO,2025-11-09,0.2,3.7,50.2,11.4
AGC,2025-11-09,0.0,4.8,50.8,9.7
VGLJ,2025-11-09,14.4,6.1,53.4,13.7
BPL,2025-11-09,0.0,5.1,63.9,9.0
NGP,2025-11-09,0.0,6.5,61.8,10.7
MAS,2025-11-09,0.0,6.8,37.6,8.5
PPTA,2025-11-09,0.0,6.8,38.5,12.4
GHY,2025-11-09,0.0,4.0,47.1,10.6
ASR,2025-11-09,0.0,3.5,38.0,10.3
SBC,2025-11-09,0.0,4.2,53.4,11.7
DMM,2025-11-09,0.0,5.2,51.8,10.1
GTL,2025-11-09,0.0,4.0,65.9,13.6
SC,2025-11-09,0.0,6.9,74.9,19.1
NDLS,2025-11-10,0.0,7.3,80.1,9.8
CNB,2025-11-10,0.0,6.6,56.5,17.7
PRYJ,2025-11-10,0.0,9.6,67.9,7.6
DDU,2025-11-10,0.0,6.4,46.5,2.4
BSB,2025-11-10,0.0,8.8,58.6,15.5
GKP,2025-11-10,0.0,7.1,47.4,7.1
HWH,2025-11-10,0.0,7.7,26.0,12.4
BCT,2025-11-10,0.0,9.6,65.6,10.8
BRC,2025-11-10,0.0,8.0,47.4,9.0
RTM,2025-11-10,0.0,7.5,51.2,12.2
KOTA,2025-11-10,0.0,9.6,47.5,5.0
ST,2025-11-10,0.0,9.3,36.1,7.6
GZB,2025-11-10,0.0,7.8,64.4,6.4
ALJN,2025-11-10,4.9,5.9,41.4,5.7
TDL,2025-11-10,0.0,7.7,49.0,6.1
LKO,2025-11-10,0.0,9.6,75.9,4.0
AGC,2025-11-10,0.0,9.6,66.6,13.9
VGLJ,2025-11-10,0.0,8.1,50.4,10.7
BPL,2025-11-10,0.0,8.1,60.1,8.3
NGP,2025-11-10,0.0,5.8,40.2,9.2
MAS,2025-11-10,0.0,6.2,67.1,3.9
PPTA,2025-11-10,0.0,7.9,45.2,6.8
GHY,2025-11-10,0.0,6.5,45.3,12.8
ASR,2025-11-10,0.0,7.2,48.7,12.9
SBC,2025-11-10,0.0,6.0,55.4,3.0
DMM,2025-11-10,0.0,8.8,50.9,14.0
GTL,2025-11-10,0.0,8.4,56.5,8.7
SC,2025-11-10,0.0,5.7,67.2,5.7
NDLS,2025-11-11,0.0,7.7,49.0,13.6
CNB,2025-11-11,0.0,6.4,61.8,5.4
PRYJ,2025-11-11,0.0,7.1,59.7,7.4
DDU,2025-11-11,0.0,6.9,34.4,8.7
BSB,2025-11-11,0.0,6.9,74.5,14.1
GKP,2025-11-11,0.0,6.7,54.5,3.7
HWH,2025-11-11,0.0,5.9,34.6,10.2
BCT,2025-11-11,0.0,5.7,59.0,12.9
BRC,2025-11-11,0.0,5.1,60.9,12.7
RTM,2025-11-11,0.0,5.1,57.8,14.8
KOTA,2025-11-11,0.0,7.2,49.7,10.1
ST,2025-11-11,0.0,7.2,37.6,7.8
GZB,2025-11-11,0.0,6.8,64.9,12.6
ALJN,2025-11-11,0.0,5.3,31.3,18.2
TDL,2025-11-11,0.0,5.1,56.6,10.7
LKO,2025-11-11,0.0,7.1,48.9,8.4
AGC,2025-11-11,0.0,5.7,56.5,12.3
VGLJ,2025-11-11,0.0,8.0,58.2,7.9
BPL,2025-11-11,0.0,5.7,46.0,6.1
NGP,2025-11-11,11.9,8.4,62.6,12.0
MAS,2025-11-11,0.0,8.5,68.3,15.3
PPTA,2025-11-11,0.0,5.1,49.6,9.7
GHY,2025-11-11,0.0,6.1,51.3,17.4
ASR,2025-11-11,0.0,4.8,62.8,9.8
SBC,2025-11-11,0.0,7.2,47.5,10.2
DMM,2025-11-11,0.0,8.5,33.1,8.7
GTL,2025-11-11,0.0,7.4,45.1,13.7
SC,2025-11-11,0.0,5.9,51.8,10.4
NDLS,2025-11-12,0.0,8.3,53.7,13.9
CNB,2025-11-12,0.0,7.7,65.0,12.1
PRYJ,2025-11-12,0.0,6.9,58.1,3.7
DDU,2025-11-12,0.0,6.6,52.9,14.7
BSB,2025-11-12,0.0,7.2,57.0,8.7
GKP,2025-11-12,0.0,8.2,50.1,8.1
HWH,2025-11-12,0.0,6.1,56.0,7.6
BCT,2025-11-12,0.0,9.2,65.9,3.2
BRC,2025-11-12,13.3,7.0,66.9,17.4
RTM,2025-11-12,0.0,8.8,49.2,5.4
KOTA,2025-11-12,0.0,6.4,63.5,11.7
ST,2025-11-12,0.0,9.7,58.2,15.1
GZB,2025-11-12,0.0,8.3,63.5,12.1
ALJN,2025-11-12,0.0,6.1,50.4,13.0
TDL,2025-11-12,0.0,8.4,43.1,11.1
LKO,2025-11-12,0.0,8.7,54.7,3.6
AGC,2025-11-12,0.0,9.5,59.2,7.7
VGLJ,2025-11-12,0.0,7.9,59.0,6.2
BPL,2025-11-12,0.0,6.8,63.6,16.7
NGP,2025-11-12,0.0,8.9,33.3,5.2
MAS,2025-11-12,0.0,9.8,45.4,4.6
PPTA,2025-11-12,0.0,8.1,52.9,11.5
GHY,2025-11-12,0.0,9.5,61.9,11.1
ASR,2025-11-12,0.0,6.5,61.6,9.7
SBC,2025-11-12,0.0,8.6,49.1,6.3
DMM,2025-11-12,0.0,6.2,53.2,6.3
GTL,2025-11-12,0.0,9.1,58.5,6.4
SC,2025-11-12,0.0,6.7,50.1,14.3
NDLS,2025-11-13,0.0,11.6,66.8,14.6
CNB,2025-11-13,0.0,11.5,54.5,7.8
PRYJ,2025-11-13,0.0,12.6,60.0,6.5
DDU,2025-11-13,0.0,11.7,62.4,7.4
BSB,2025-11-13,0.0,9.5,52.8,13.1
GKP,2025-11-13,0.0,11.5,36.8,7.6
HWH,2025-11-13,0.0,12.1,58.7,12.3
BCT,2025-11-13,0.0,10.0,59.1,9.1
BRC,2025-11-13,0.0,11.6,63.7,6.1
RTM,2025-11-13,0.0,9.1,44.9,11.4
KOTA,2025-11-13,0.0,12.3,44.3,16.9
ST,2025-11-13,0.0,11.4,62.9,7.7
GZB,2025-11-13,0.0,13.0,63.5,5.1
ALJN,2025-11-13,0.0,12.9,69.5,10.1
TDL,2025-11-13,0.0,9.6,49.0,8.8
LKO,2025-11-13,0.0,10.1,47.5,9.1
AGC,2025-11-13,0.0,10.4,43.2,17.3
VGLJ,2025-11-13,0.0,9.7,49.3,13.3
BPL,2025-11-13,0.0,9.3,57.1,6.1
NGP,2025-11-13,0.0,12.7,53.1,14.8
MAS,2025-11-13,0.0,11.9,50.4,5.7
PPTA,2025-11-13,0.0,11.6,60.5,2.0
GHY,2025-11-13,0.0,13.0,52.2,15.2
ASR,2025-11-13,0.0,12.2,52.8,13.7
SBC,2025-11-13,0.0,11.4,44.1,9.0
DMM,2025-11-13,20.7,9.4,47.7,7.3
GTL,2025-11-13,0.0,12.0,42.5,10.1
SC,2025-11-13,0.0,12.9,52.3,14.1
NDLS,2025-11-14,0.0,10.5,43.3,19.1
CNB,2025-11-14,5.5,9.5,50.5,16.9
PRYJ,2025-11-14,0.0,10.4,58.6,15.0
DDU,2025-11-14,0.0,8.3,66.0,11.7
BSB,2025-11-14,0.0,9.1,58.9,13.4
GKP,2025-11-14,0.0,9.2,60.2,5.1
HWH,2025-11-14,0.0,8.9,34.8,2.0
BCT,2025-11-14,0.0,9.7,52.7,15.6
BRC,2025-11-14,0.0,10.3,41.1,9.9
RTM,2025-11-14,0.0,9.3,52.5,12.5
KOTA,2025-11-14,0.0,11.3,62.0,18.6
ST,2025-11-14,0.0,8.0,57.5,6.8
GZB,2025-11-14,0.0,9.2,49.3,8.1
ALJN,2025-11-14,0.0,9.1,48.6,16.7
TDL,2025-11-14,0.0,9.5,61.5,3.5
LKO,2025-11-14,0.0,7.9,59.8,5.8
AGC,2025-11-14,0.0,8.4,61.9,14.4
VGLJ,2025-11-14,0.0,9.9,52.7,7.7
BPL,2025-11-14,0.0,8.4,69.7,7.2
NGP,2025-11-14,0.0,10.2,47.0,6.2
MAS,2025-11-14,0.0,9.1,54.2,11.0
PPTA,2025-11-14,11.4,8.8,52.1,11.1
GHY,2025-11-14,0.0,8.1,50.2,10.5
ASR,2025-11-14,0.0,9.9,67.9,7.5
SBC,2025-11-14,0.0,10.7,53.8,12.4
DMM,2025-11-14,0.0,10.5,59.9,12.2
GTL,2025-11-14,0.0,8.3,50.4,13.1
SC,2025-11-14,1.6,11.3,78.9,14.7
NDLS,2025-11-15,32.3,5.7,55.4,8.9
CNB,2025-11-15,0.0,6.9,34.7,18.4
PRYJ,2025-11-15,0.0,5.1,55.3,18.0
DDU,2025-11-15,0.0,6.2,59.1,6.2
BSB,2025-11-15,0.0,3.8,44.2,11.4
GKP,2025-11-15,0.0,7.0,56.9,7.4
HWH,2025-11-15,0.0,4.1,24.0,10.5
BCT,2025-11-15,0.0,6.1,75.0,18.1
BRC,2025-11-15,0.0,3.5,60.8,8.5
RTM,2025-11-15,0.0,3.6,57.5,6.8
KOTA,2025-11-15,0.0,4.6,61.6,4.9
ST,2025-11-15,0.0,4.1,57.6,14.1
GZB,2025-11-15,0.0,3.6,60.0,6.6
ALJN,2025-11-15,0.0,6.2,68.6,10.1
TDL,2025-11-15,0.0,6.9,55.5,12.5
LKO,2025-11-15,0.0,4.7,22.2,6.7
AGC,2025-11-15,0.0,5.1,51.6,14.7
VGLJ,2025-11-15,0.0,4.5,39.9,11.7
BPL,2025-11-15,0.0,6.3,47.7,8.8
NGP,2025-11-15,0.0,4.1,46.2,7.9
MAS,2025-11-15,0.0,5.0,54.5,9.5
PPTA,2025-11-15,0.0,5.3,47.5,2.0
GHY,2025-11-15,0.0,7.0,46.4,6.8
ASR,2025-11-15,0.0,5.0,61.6,6.3
SBC,2025-11-15,0.0,3.2,48.2,14.6
DMM,2025-11-15,0.0,5.4,51.4,11.7
GTL,2025-11-15,0.0,6.6,45.6,14.6
SC,2025-11-15,0.0,6.8,54.7,4.7
NDLS,2025-11-16,0.0,4.6,61.8,9.2
CNB,2025-11-16,0.0,6.4,65.1,15.1
PRYJ,2025-11-16,0.0,8.2,51.2,10.6
DDU,2025-11-16,75.3,4.7,60.9,12.5
BSB,2025-11-16,0.0,6.3,50.3,7.0
GKP,2025-11-16,0.0,5.7,46.9,10.3
HWH,2025-11-16,0.0,4.3,61.9,9.4
BCT,2025-11-16,0.0,6.8,33.2,7.9
BRC,2025-11-16,0.0,4.7,49.4,11.9
RTM,2025-11-16,0.0,6.3,60.3,10.6
KOTA,2025-11-16,0.0,6.6,63.7,13.8
ST,2025-11-16,0.0,4.8,50.2,6.7
GZB,2025-11-16,0.0,5.2,54.2,3.3
ALJN,2025-11-16,0.0,5.9,56.5,7.9
TDL,2025-11-16,0.0,4.5,85.8,15.4
LKO,2025-11-16,0.0,6.5,48.9,5.9
AGC,2025-11-16,0.0,6.6,48.2,13.9
VGLJ,2025-11-16,0.0,4.8,64.9,15.5
BPL,2025-11-16,0.0,7.4,46.5,11.9
NGP,2025-11-16,0.0,5.2,47.3,16.4
MAS,2025-11-16,0.0,7.9,46.8,5.1
PPTA,2025-11-16,0.0,5.9,44.4,10.0
GHY,2025-11-16,0.0,5.8,61.7,12.4
ASR,2025-11-16,0.0,4.9,44.7,8.5
SBC,2025-11-16,0.0,7.4,50.0,5.4
DMM,2025-11-16,0.0,4.7,49.8,15.3
GTL,2025-11-16,0.0,6.6,42.3,10.8
SC,2025-11-16,0.0,5.8,68.5,15.2
NDLS,2025-11-17,0.0,4.4,71.6,11.2
CNB,2025-11-17,0.0,4.0,59.5,8.0
PRYJ,2025-11-17,0.0,3.8,42.1,9.4
DDU,2025-11-17,5.1,2.3,76.5,13.6
BSB,2025-11-17,0.0,3.6,51.3,8.9
GKP,2025-11-17,0.0,4.4,58.9,10.0
HWH,2025-11-17,0.0,1.3,41.1,15.1
BCT,2025-11-17,0.0,4.7,77.1,14.8
BRC,2025-11-17,0.0,3.6,65.2,8.4
RTM,2025-11-17,0.0,1.7,70.3,11.5
KOTA,2025-11-17,0.0,3.8,65.6,10.8
ST,2025-11-17,0.0,2.7,43.7,9.4
GZB,2025-11-17,0.0,2.5,63.0,8.4
ALJN,2025-11-17,0.0,4.5,57.2,8.4
TDL,2025-11-17,0.0,2.2,47.7,2.0
LKO,2025-11-17,0.0,4.1,34.3,6.2
AGC,2025-11-17,0.0,2.4,49.9,14.6
VGLJ,2025-11-17,0.0,3.0,45.7,6.2
BPL,2025-11-17,0.0,4.7,73.6,13.9
NGP,2025-11-17,0.0,1.1,85.1,12.5
MAS,2025-11-17,0.0,2.4,46.2,2.0
PPTA,2025-11-17,12.6,1.2,62.1,22.5
GHY,2025-11-17,0.0,1.9,50.8,8.2
ASR,2025-11-17,0.0,2.8,62.3,4.9
SBC,2025-11-17,0.0,3.5,47.7,9.4
DMM,2025-11-17,0.0,2.0,71.0,12.9
GTL,2025-11-17,0.0,1.0,55.8,8.0
SC,2025-11-17,0.0,4.6,34.0,18.2
NDLS,2025-11-18,0.0,4.9,54.4,7.1
CNB,2025-11-18,0.0,2.1,77.8,5.1
PRYJ,2025-11-18,0.0,2.5,67.9,10.1
DDU,2025-11-18,0.0,3.7,62.3,12.2
BSB,2025-11-18,0.0,5.0,62.2,19.6
GKP,2025-11-18,0.0,1.2,76.9,7.3
HWH,2025-11-18,0.0,3.3,60.0,3.2
BCT,2025-11-18,0.0,1.4,63.3,14.3
BRC,2025-11-18,0.0,5.1,34.3,9.9
RTM,2025-11-18,0.0,2.9,62.3,11.4
KOTA,2025-11-18,0.0,1.9,42.8,5.5
ST,2025-11-18,0.0,3.1,53.6,8.3
GZB,2025-11-18,0.0,4.5,51.6,4.6
ALJN,2025-11-18,0.0,2.6,55.3,16.4
TDL,2025-11-18,0.0,5.0,43.2,9.1
LKO,2025-11-18,0.0,4.9,61.1,3.8
AGC,2025-11-18,0.0,4.0,55.4,14.1
VGLJ,2025-11-18,0.0,4.2,45.1,10.5
BPL,2025-11-18,0.0,1.6,64.6,19.3
NGP,2025-11-18,0.0,5.0,55.8,7.1
MAS,2025-11-18,0.0,4.5,36.8,7.2
PPTA,2025-11-18,0.0,4.7,41.1,16.8
GHY,2025-11-18,0.0,1.3,63.9,5.5
ASR,2025-11-18,0.0,4.9,47.3,10.3
SBC,2025-11-18,0.0,4.8,65.3,12.0
DMM,2025-11-18,0.0,3.7,59.0,10.8
GTL,2025-11-18,0.0,3.2,44.3,10.3
SC,2025-11-18,0.0,3.5,54.6,4.4
NDLS,2025-11-19,0.0,4.8,71.7,7.6
CNB,2025-11-19,0.0,3.4,41.2,8.3
PRYJ,2025-11-19,0.0,4.9,52.4,9.7
DDU,2025-11-19,0.0,1.9,52.3,9.9
BSB,2025-11-19,0.0,1.4,56.5,10.4
GKP,2025-11-19,0.0,4.4,58.9,11.8
HWH,2025-11-19,0.0,3.1,59.8,12.9
BCT,2025-11-19,0.0,4.9,48.1,7.4
BRC,2025-11-19,0.0,4.2,65.3,8.4
RTM,2025-11-19,0.0,3.2,53.8,9.2
KOTA,2025-11-19,0.0,3.7,77.8,6.6
ST,2025-11-19,0.0,1.8,46.3,10.0
GZB,2025-11-19,0.0,3.3,53.2,5.5
ALJN,2025-11-19,0.0,2.4,54.1,10.1
TDL,2025-11-19,0.0,4.1,50.0,9.4
LKO,2025-11-19,0.0,4.0,47.3,5.5
AGC,2025-11-19,0.0,1.8,50.9,6.0
VGLJ,2025-11-19,0.0,3.8,42.0,2.6
BPL,2025-11-19,0.8,3.3,59.6,10.9
NGP,2025-11-19,0.0,2.1,64.9,10.7
MAS,2025-11-19,0.0,4.8,57.5,7.5
PPTA,2025-11-19,0.0,2.7,52.7,15.8
GHY,2025-11-19,0.0,2.2,59.4,12.5
ASR,2025-11-19,0.0,2.1,57.6,9.4
SBC,2025-11-19,0.0,3.4,37.9,14.9
DMM,2025-11-19,0.0,4.3,62.2,10.2
GTL,2025-11-19,0.0,2.3,47.3,13.2
SC,2025-11-19,0.0,1.2,46.6,12.6
NDLS,2025-11-20,0.0,1.1,49.3,11.3
CNB,2025-11-20,0.0,1.2,68.2,10.7
PRYJ,2025-11-20,0.0,0.3,60.3,17.3
DDU,2025-11-20,0.0,2.4,59.0,6.5
BSB,2025-11-20,0.0,1.7,61.8,8.9
GKP,2025-11-20,0.0,1.9,70.8,8.8
HWH,2025-11-20,0.0,2.7,52.0,12.0
BCT,2025-11-20,0.0,1.2,58.1,12.6
BRC,2025-11-20,0.0,3.0,51.0,13.3
RTM,2025-11-20,0.0,0.3,39.7,8.0
KOTA,2025-11-20,0.0,0.8,61.1,3.1
ST,2025-11-20,0.0,1.3,59.6,11.2
GZB,2025-11-20,0.0,2.6,48.4,11.8
ALJN,2025-11-20,0.0,0.1,48.9,12.9
TDL,2025-11-20,0.0,-0.2,58.6,13.9
LKO,2025-11-20,0.0,0.6,76.1,11.5
AGC,2025-11-20,0.0,0.5,66.1,5.6
VGLJ,2025-11-20,0.0,-0.4,61.1,2.0
BPL,2025-11-20,0.0,-0.1,61.8,5.7
NGP,2025-11-20,0.0,2.8,63.2,14.9
MAS,2025-11-20,0.0,1.0,61.0,3.1
PPTA,2025-11-20,0.0,2.5,51.1,2.5
GHY,2025-11-20,0.0,2.8,75.1,12.2
ASR,2025-11-20,0.0,3.2,62.6,6.1
SBC,2025-11-20,0.0,2.9,46.8,9.3
DMM,2025-11-20,0.0,1.3,64.7,7.0
GTL,2025-11-20,0.0,-0.1,74.1,4.3
SC,2025-11-20,0.0,-0.1,53.2,15.5
NDLS,2025-11-21,0.0,-2.6,45.2,8.2
CNB,2025-11-21,0.0,-1.2,56.8,6.1
PRYJ,2025-11-21,0.0,-0.0,38.9,7.2
DDU,2025-11-21,0.0,-1.2,67.3,9.3
BSB,2025-11-21,0.0,-1.2,44.9,6.1
GKP,2025-11-21,0.0,-2.8,64.1,7.3
HWH,2025-11-21,0.0,0.2,59.4,8.8
BCT,2025-11-21,0.0,-2.2,58.4,13.7
BRC,2025-11-21,0.0,-2.8,65.0,6.4
RTM,2025-11-21,0.0,-1.7,53.4,8.1
KOTA,2025-11-21,0.0,-1.5,66.4,6.3
ST,2025-11-21,0.0,0.0,59.1,11.4
GZB,2025-11-21,0.0,-1.3,46.7,3.6
ALJN,2025-11-21,0.0,-2.2,48.7,8.8
TDL,2025-11-21,0.0,-1.4,52.6,8.7
LKO,2025-11-21,0.0,-1.6,61.4,13.2
AGC,2025-11-21,0.0,-1.8,65.7,7.1
VGLJ,2025-11-21,15.9,-3.3,44.0,9.7
BPL,2025-11-21,0.0,-2.5,59.3,13.0
NGP,2025-11-21,0.0,-1.5,61.1,7.8
MAS,2025-11-21,0.0,-2.7,45.9,16.7
PPTA,2025-11-21,0.0,0.3,63.4,10.1
GHY,2025-11-21,0.0,0.1,68.5,3.9
ASR,2025-11-21,0.0,-2.8,41.7,2.0
SBC,2025-11-21,0.0,-1.1,56.0,10.6
DMM,2025-11-21,0.0,-3.4,40.9,13.2
GTL,2025-11-21,0.0,0.2,36.1,11.2
SC,2025-11-21,0.0,-1.9,60.3,10.4
NDLS,2025-11-22,0.0,-2.1,39.7,14.6
CNB,2025-11-22,0.0,-0.7,49.7,7.9
PRYJ,2025-11-22,0.0,-1.0,47.9,12.6
DDU,2025-11-22,0.0,-2.8,49.3,5.3
BSB,2025-11-22,0.0,-3.5,64.3,9.6
GKP,2025-11-22,0.0,-0.4,64.6,9.9
HWH,2025-11-22,3.9,-0.9,40.4,8.3
BCT,2025-11-22,10.3,-3.3,61.9,7.5
BRC,2025-11-22,0.0,-0.7,58.4,9.8
RTM,2025-11-22,0.0,-3.3,46.5,7.8
KOTA,2025-11-22,0.0,-2.6,41.5,17.1
ST,2025-11-22,2.4,-0.4,75.0,14.6
GZB,2025-11-22,0.0,-3.9,68.4,14.0
ALJN,2025-11-22,0.0,-1.5,53.5,6.6
TDL,2025-11-22,0.0,-3.6,35.2,8.9
LKO,2025-11-22,0.0,-1.0,64.6,7.7
AGC,2025-11-22,0.0,-0.6,55.9,7.7
VGLJ,2025-11-22,0.0,-1.0,59.1,8.8
BPL,2025-11-22,0.0,-4.0,28.8,4.8
NGP,2025-11-22,0.0,-4.1,61.2,2.0
MAS,2025-11-22,0.0,-1.4,55.4,12.4
PPTA,2025-11-22,0.0,-2.5,41.3,13.9
GHY,2025-11-22,0.0,-3.6,69.1,5.2
ASR,2025-11-22,0.0,-2.2,48.7,10.6
SBC,2025-11-22,0.0,-2.4,70.8,8.4
DMM,2025-11-22,0.0,-0.8,62.4,10.2
GTL,2025-11-22,0.0,-0.8,48.7,3.0
SC,2025-11-22,0.0,-2.2,47.1,6.9
NDLS,2025-11-23,0.0,-4.7,73.0,13.4
CNB,2025-11-23,0.0,-1.4,50.8,10.4
PRYJ,2025-11-23,0.0,-4.3,48.1,14.9
DDU,2025-11-23,0.0,-3.5,48.3,6.9
BSB,2025-11-23,0.0,-1.8,55.2,4.4
GKP,2025-11-23,0.0,-1.6,52.8,7.4
HWH,2025-11-23,0.0,-2.1,59.6,15.2
BCT,2025-11-23,41.6,-3.1,44.4,8.6
BRC,2025-11-23,0.0,-2.4,71.9,16.7
RTM,2025-11-23,0.0,-3.3,51.3,3.3
KOTA,2025-11-23,0.0,-2.9,50.1,15.3
ST,2025-11-23,0.0,-2.5,53.3,12.6
GZB,2025-11-23,2.3,-2.1,65.5,9.9
ALJN,2025-11-23,0.0,-2.9,36.6,2.0
TDL,2025-11-23,0.0,-4.6,59.0,9.0
LKO,2025-11-23,0.0,-1.4,75.2,10.9
AGC,2025-11-23,0.0,-1.9,50.7,10.4
VGLJ,2025-11-23,0.0,-3.1,50.2,5.5
BPL,2025-11-23,0.0,-3.3,55.1,6.8
NGP,2025-11-23,0.0,-4.3,63.4,18.1
MAS,2025-11-23,0.0,-2.1,51.2,16.0
PPTA,2025-11-23,0.0,-3.1,39.8,13.8
GHY,2025-11-23,0.0,-4.7,57.2,12.0
ASR,2025-11-23,0.0,-4.5,66.6,11.3
SBC,2025-11-23,0.0,-4.9,40.6,12.7
DMM,2025-11-23,2.8,-4.8,52.9,13.9
GTL,2025-11-23,0.0,-2.2,42.3,8.5
SC,2025-11-23,0.0,-3.0,61.6,17.1
NDLS,2025-11-24,0.0,1.8,65.4,10.4
CNB,2025-11-24,0.0,-0.2,53.3,8.7
PRYJ,2025-11-24,0.0,-0.5,51.8,2.9
DDU,2025-11-24,0.0,0.9,72.2,9.6
BSB,2025-11-24,0.0,1.7,46.9,11.5
GKP,2025-11-24,0.0,2.0,47.6,13.5
HWH,2025-11-24,0.0,1.9,47.2,12.8
BCT,2025-11-24,0.0,-0.0,51.6,10.9
BRC,2025-11-24,0.0,2.0,62.9,7.8
RTM,2025-11-24,0.0,0.3,62.6,3.0
KOTA,2025-11-24,0.0,1.1,69.5,13.8
ST,2025-11-24,0.0,1.0,53.7,14.5
GZB,2025-11-24,0.0,-0.8,65.1,9.8
ALJN,2025-11-24,0.0,-0.3,54.5,6.3
TDL,2025-11-24,0.0,2.2,55.1,4.1
LKO,2025-11-24,0.0,-0.9,61.9,12.9
AGC,2025-11-24,0.0,-0.9,37.7,15.3
VGLJ,2025-11-24,0.0,0.2,48.6,21.3
BPL,2025-11-24,0.0,0.2,56.8,15.4
NGP,2025-11-24,0.0,-1.3,45.5,8.6
MAS,2025-11-24,0.0,0.3,49.4,4.0
PPTA,2025-11-24,0.0,-0.3,42.3,9.3
